Work Group,Location Name,Completed Date,Street Segment IDs
LONG LINE,  HYMEADOW DR from   LAKE CREEK PKWY  to   <br />MEADOWHEATH DR ,9/5/2019 19:29," HYMEADOW DR (3425406)
 HYMEADOW DR (2042563)"
LONG LINE,  PECAN SPRINGS RD from   MARLO DR  to   <br />E 51ST ST ,9/7/2019 5:37, PECAN SPRINGS RD (2017061)
LONG LINE,  W HOWARD LN from   HARRIS RIDGE BLVD  to   <br />SPRING HEATH RD ,9/12/2019 7:18," E HOWARD LN (2038310)
 W HOWARD LN (2035878)
 W HOWARD LN (2038306)"
LONG LINE,  WALNUT RIDGE DR from   APRIL DR  to   <br />E BRAKER LN ,9/12/2019 7:39," WALNUT RIDGE DR (2012578)
 WALNUT RIDGE DR (2010339)
 WALNUT RIDGE DR (2010352)
 WALNUT RIDGE DR (2012577)"
LONG LINE,  W 35TH ST from   EXPOSITION BLVD  to   <br />BALCONES DR ,9/12/2019 7:45, W 35TH ST (2040597)
LONG LINE,  WEDGEWOOD DR from   E BRAKER LN  to   <br />BERRYWOOD DR ,9/18/2019 6:46, WEDGEWOOD DR (2010310)
LONG LINE,  GROVE BLVD from   FAIRWAY ST  to   <br />E RIVERSIDE DR ,9/19/2019 6:26," GROVE BLVD (3261144)
 GROVE BLVD (3261134)
 GROVE BLVD (3261136)
 GROVE BLVD (3261142)"
LONG LINE,  TOM ADAMS DR from   WANDERING WAY  to   <br />E BRAKER LN ,9/20/2019 6:54, TOM ADAMS DR (2012485)
LONG LINE,  WANDERING WAY from   DESSAU RD  to   <br />TOM ADAMS DR ,9/23/2019 6:55," WANDERING WAY (2047394)
 WANDERING WAY (2010430)
 WANDERING WAY (2012484)
 CLAYWOOD DR (2012487)"
LONG LINE,  EDWARDS HOLLOW RUN from   BRODIE LN  to 11900  <br />EDWARDS HOLLOW RUN ,9/24/2019 6:18, EDWARDS HOLLOW RUN (2028573)
LONG LINE,  SESBANIA DR from   BELLOWS FALLS AVE  to 3004  <br />SESBANIA DR ,9/24/2019 6:20, SESBANIA DR (3194777)
LONG LINE,  BELLOWS FALLS AVE from   SESBANIA DR  to   <br />ALSATIA DR ,9/24/2019 6:22," BELLOWS FALLS AVE (2038148)
 BELLOWS FALLS AVE (2038151)
 BELLOWS FALLS AVE (2038149)"
LONG LINE,  LYNNBROOK DR from   FLEET DR  to   <br />PRATT LN ,9/24/2019 6:24," LYNNBROOK DR (2037282)
 STRAND ST (2037277)
 STRAND ST (2037278)
 LYNNBROOK DR (2037279)"
LONG LINE,  AIRPORT BLVD from   MANOR RD  to   <br />SCHIEFFER AVE ,9/24/2019 6:30," AIRPORT BLVD (3257978)
 AIRPORT BLVD (2017088)
 MANOR RD (2017441)
 MANOR RD (2017449)
 AIRPORT BLVD (2040929)
 AIRPORT BLVD (2040930)
 AIRPORT BLVD (3189264)
 AIRPORT BLVD (3257937)
 AIRPORT BLVD (3257942)
 AIRPORT BLVD (3257969)"
LONG LINE,  LAMPLIGHT VILLAGE AVE from   W PARMER LN  to   <br />SCOFIELD RIDGE PKWY ,9/25/2019 13:17," LAMPLIGHT VILLAGE AVE (2006187)
 LAMPLIGHT VILLAGE AVE (2005918)
 SCOFIELD LN (2005932)
 LAMPLIGHT VILLAGE AVE (2005953)"
LONG LINE, JEFFERSON ST /  W 35TH ST,9/27/2019 15:21, JEFFERSON ST (2016154)
LONG LINE,  B R REYNOLDS DR from   W CESAR CHAVEZ ST  to   <br />N LAMAR BLVD ,9/30/2019 15:15, B R REYNOLDS DR (2044023)
LONG LINE,  WICKERSHAM LN from   E RIVERSIDE DR  to   <br />E OLTORF ST ,10/2/2019 6:31," WICKERSHAM LN (2041570)
 WICKERSHAM LN (2022859)
 WICKERSHAM LN (2022877)
 WICKERSHAM LN (2038499)
 WICKERSHAM LN (2038500)
 WICKERSHAM LN (2041557)"
LONG LINE,2515<br />E RIVERSIDE DR ,10/2/2019 6:36, E RIVERSIDE DR (2041460)
LONG LINE,  GOVERNORS ROW from   E BEN WHITE BLVD EB  to   <br />DIRECTORS BLVD ,10/2/2019 6:43," GOVERNORS ROW (2041720)
 GOVERNORS ROW (2037776)"
LONG LINE,  DIRECTORS BLVD from   S IH 35 NB  to   <br />FREIDRICH LN ,10/2/2019 6:58," DIRECTORS BLVD (2037777)
 DIRECTORS BLVD (2023166)
 DIRECTORS BLVD (2037778)
 DIRECTORS BLVD (2023156)"
LONG LINE, WOODROW AVE /  W ANDERSON LN,10/2/2019 9:22, WOODROW AVE (2011205)
LONG LINE,  CREEK MOUNTAIN from   OLD BULL CREEK RD  to   <br />FM 2222 RD ,10/2/2019 15:14, CREEK MOUNTAIN (2013410)
LONG LINE,  LAZYRIDGE DR from   E HOWARD LN  to 13508  <br />LAZYRIDGE DR ,10/3/2019 5:32, LAZYRIDGE DR (5058004)
LONG LINE,  JESTER BLVD from   HALBERT DR  to   <br />ARTERIAL 8 ,10/3/2019 5:42," GUAVA CV (2032041)
 JESTER BLVD (2008297)
 JESTER BLVD (2008302)
 JESTER BLVD (2012701)
 JESTER BLVD (2012712)
 JESTER BLVD (2012715)
 JESTER BLVD (2012722)
 JESTER BLVD (2012726)
 JESTER BLVD (2012727)
 JESTER BLVD (2012729)
 JESTER BLVD (2012730)
 JESTER BLVD (2012734)
 JESTER BLVD (2012735)
 JESTER BLVD (2012736)
 JESTER BLVD (2012738)
 JESTER BLVD (2012740)
 JESTER BLVD (2012745)
 JESTER BLVD (2012748)
 JESTER BLVD (2012749)
 JESTER BLVD (2012754)
 JESTER BLVD (2012758)
 JESTER BLVD (2012760)
 JESTER BLVD (2012770)
 JESTER BLVD (2012789)
 JESTER BLVD (2012811)
 JESTER BLVD (2012819)
 JESTER BLVD (2012829)
 JESTER BLVD (2012840)
 JESTER BLVD (2012845)
 JESTER BLVD (2046980)
 BEAUFORD DR (2012815)"
LONG LINE,  MONTEREY OAKS BLVD from   N MOPAC EXPY SB  to   <br />W US 290 HWY EB ,10/3/2019 14:47," MONTEREY OAKS BLVD (3293831)
 MONTEREY OAKS BLVD (2026557)
 MONTEREY OAKS BLVD (2026639)"
LONG LINE,  RIVER HILLS RD from 2112  RIVER HILLS RD  to 2225  <br />RIVER HILLS RD ,10/3/2019 15:01, RIVER HILLS RD (3426881)
LONG LINE,  BEAUFORD DR from   TREE FERN LN  to   <br />JESTER BLVD ,10/4/2019 6:56," BEAUFORD DR (2012851)
 BEAUFORD DR (2012850)
 BEAUFORD DR (2012815)
 BEAUFORD DR (2012831)
 BEAUFORD DR (2012843)
 BEAUFORD DR (2012821)"
LONG LINE,  E SLAUGHTER LN from 100  E SLAUGHTER LN  to   <br />BRANDT RD ,10/7/2019 8:54," E SLAUGHTER LN (3325142)
 E SLAUGHTER LN (2044862)"
LONG LINE,  SPIRIT OF TEXAS DR from   HILLCREST FARMS RD  to   <br />E SH 71 WB ,10/8/2019 6:27, SPIRIT OF TEXAS DR (2036545)
LONG LINE,  THOME VALLEY DR from   ROSS RD  to   <br />GILWELL DR ,10/8/2019 6:31," THOME VALLEY DR (2036607)
 THOME VALLEY DR (2036605)"
LONG LINE, JAMESTOWN DR /  RESEARCH BLVD NB,10/11/2019 8:26, JAMESTOWN DR (2011095)
LONG LINE,  BERKMAN DR from   MANOR RD  to   <br />TOM MILLER ST ,10/11/2019 13:34," BERKMAN DR (5398818)
 BERKMAN DR (3365380)"
LONG LINE,  SAINT THOMAS DR from   ROSS RD  to   <br />EASTON LN ,10/11/2019 14:33," SAINT THOMAS DR (3195185)
 SAINT THOMAS DR (2046397)
 SAINT THOMAS DR (2046398)
 SAINT THOMAS DR (2046399)
 SAINT THOMAS DR (2046400)
 SAINT THOMAS DR (3195184)"
LONG LINE,  IMMANUEL RD from   E HOWARD LN  to   <br />CRYSTAL BEND DR ,10/11/2019 14:40, IMMANUEL RD (2036866)
LONG LINE,  METROPOLIS DR from   METLINK DR  to   <br />N 183A HWY NB ,10/15/2019 14:13," METROPOLIS DR (2046722)
 METROPOLIS DR (2046721)"
LONG LINE,  BRISTLE OAK TRL from   LAKE CREEK PKWY  to   <br />EL SALIDO PKWY ,10/16/2019 13:46, BRISTLE OAK TRL (2007101)
LONG LINE,7400 MC NEIL DR /  N US 183 HWY NB,10/16/2019 14:20, SPICEWOOD SPRINGS RD (2007662)
LONG LINE,  HIDDEN MEADOW DR from 10000  HIDDEN MEADOW DR  to 10119  <br />HIDDEN MEADOW DR ,10/16/2019 14:46, HIDDEN MEADOW DR (3194307)
LONG LINE,  COLLINWOOD WEST DR from   BLUFF BEND DR  to   <br />DESSAU RD ,10/17/2019 10:41," COLLINWOOD WEST DR (2039792)
 COLLINWOOD WEST DR (2039754)"
LONG LINE,  PERSHING DR from   DENVER AVE  to   <br />E M FRANKLIN AVE ,10/17/2019 11:32," PERSHING DR (2040927)
 GREENWOOD AVE (2017599)
 PERSHING DR (2040906)"
LONG LINE,  METROPOLIS DR from   BURLESON RD  to   <br />METLINK DR ,10/17/2019 11:38, METROPOLIS DR (2046722)
LONG LINE,  HARTFORD RD from   ENFIELD RD  to   <br />WINDSOR RD ,10/17/2019 13:30, HARTFORD RD (2020494)
LONG LINE,  BLUFF BEND DR from   W BRAKER LN  to 10908  <br />BLUFF BEND DR ,10/18/2019 13:28, BLUFF BEND DR (2042755)
LONG LINE,  W 35TH ST from   N MOPAC EXPY SB  to 3922  <br />W 35TH ST ,10/21/2019 16:24," PECOS ST (2020020)
 W 35TH ST (2040576)
 W 35TH ST (3382644)"
LONG LINE,2103<br />BARTON SKWY ,10/26/2019 11:52, BARTON SKWY (2041263)
LONG LINE, WOOLDRIDGE DR /  GASTON AVE,10/26/2019 11:57, WOOLDRIDGE DR (3381889)
LONG LINE, OLD LOCKHART RD /  RUBY HILLS RD,10/27/2019 8:03, OLD LOCKHART RD (5117782)
LONG LINE,8100  SHOAL CREEK BLVD from 3100  FOSTER LN  to   <br />RESEARCH BLVD SB ,10/29/2019 11:16," SHOAL CREEK BLVD (2010798)
 SHOAL CREEK BLVD (2012628)
 SHOAL CREEK BLVD (2039703)
 SHOAL CREEK BLVD (2010847)
 SHOAL CREEK BLVD (2039833)
 SHOAL CREEK BLVD (2010957)"
LONG LINE,515<br />E SLAUGHTER LN ,11/1/2019 18:01," E SLAUGHTER LN (3325141)
 E SLAUGHTER LN (3260093)"
LONG LINE, ROCK HARBOUR DR /  WILSON PARKE AVE,11/4/2019 12:27," ROCK HARBOUR DR (2035648)
 WILSON PARKE AVE (2037416)
 WILSON PARKE AVE (2008145)"
LONG LINE,  HYRIDGE DR from   MESA DR  to   <br />TALLWOOD DR ,11/9/2019 10:22," GREENHILL PL (2039651)
 MESA DR (2010195)
 HYRIDGE DR (2010196)
 MESA DR (2010217)
 HYRIDGE DR (2010240)
 TALLWOOD DR (2010261)
 HYRIDGE DR (2010262)
 HYRIDGE DR (2010285)
 TALLWOOD DR (2010299)"
LONG LINE,  WICKERSHAM LN from   E RIVERSIDE DR  to   <br />E OLTORF ST ,11/12/2019 11:26," WICKERSHAM LN (2041570)
 WICKERSHAM LN (2038500)
 WICKERSHAM LN (2038499)
 WICKERSHAM LN (2041557)"
LONG LINE,  WICKERSHAM LN from   ELMONT DR  to   <br />E RIVERSIDE DR ,11/12/2019 11:33, WICKERSHAM LN (2022809)
LONG LINE,  E 10TH ST from   RED RIVER ST  to   <br />TRINITY ST ,11/18/2019 6:30," E 10TH ST (2018563)
 E 10TH ST (2018533)"
LONG LINE,  E 10TH ST from   SAN JACINTO BLVD  to   <br />RED RIVER ST ,11/18/2019 6:33," E 10TH ST (2018512)
 TRINITY ST (2018591)
 RED RIVER ST (2018628)
 E 10TH ST (2018533)"
LONG LINE,  SOUTH LAKESHORE BLVD from   E RIVERSIDE DR  to   <br />S PLEASANT VALLEY RD ,11/18/2019 6:38, SOUTH LAKESHORE BLVD (2022482)
LONG LINE,  CARDINAL LOOP from   US 79 HWY  to 2464  <br />CARDINAL LOOP ,11/18/2019 15:17,"  (2041726)
  (2023148)"
LONG LINE,  WALL ST from   CROSS PARK DR  to   <br />FERGUSON LN ,11/20/2019 19:01, WALL ST (2040261)
LONG LINE,500<br />S PLEASANT VALLEY RD ,11/21/2019 6:23, S PLEASANT VALLEY RD (3377275)
LONG LINE,1900 CHICON ST / 1800 E MARTIN LUTHER KING JR BLVD,11/21/2019 10:18," CHICON ST (2017955)
 E MARTIN LUTHER KING JR BLVD (2017896)
 E MARTIN LUTHER KING JR BLVD (2017882)
 CHICON ST (2017883)"
LONG LINE, MUSTANG CHASE /  DEER TRACK,11/21/2019 10:19," MUSTANG CHASE (2030510)
 DEER TRACK (2039022)
 DEER TRACK (2005759)
 MUSTANG CHASE (2005778)"
LONG LINE,  DAVIS LN from   S MOPAC EXPY SB  to   <br />COASTAL DR ,11/21/2019 10:30," DAVIS LN (2038344)
 COPANO DR (2025248)
 COPANO DR (2026414)
 DAVIS LN (3259330)
 DAVIS LN (2043055)
 DAVIS LN (3259334)"
LONG LINE,4000<br />PAYLOAD PASS ,11/21/2019 14:58, PAYLOAD PASS (2047141)
LONG LINE, WOODWARD ST /  S CONGRESS AVE,11/21/2019 15:15, WOODWARD ST (2024142)
LONG LINE,  S 1ST ST from   W STASSNEY LN  to   <br />EBERHART LN ,11/21/2019 15:29, S 1ST ST (2025060)
LONG LINE,14000 CALAVERAS DR / 10000 MAJORCA DR,11/25/2019 7:35,-5152633
LONG LINE, FOREMOST DR /  S CONGRESS AVE,11/25/2019 10:24," FOREMOST DR (2025947)
 FOREMOST DR (2025982)"
LONG LINE,300<br />E RIVERSIDE DR ,11/25/2019 10:58," E RIVERSIDE DR (3188448)
 E RIVERSIDE DR (3188450)"
LONG LINE,3900  SHOAL CREEK BLVD from   W 38TH ST  to   <br />FOSTER LN ,11/27/2019 13:26," SHOAL CREEK BLVD (2015960)
 SHOAL CREEK BLVD (2011291)
 SHOAL CREEK BLVD (2012127)
 SHOAL CREEK BLVD (2040311)
 SHOAL CREEK BLVD (2011319)
 SHOAL CREEK BLVD (2015272)
 SHOAL CREEK BLVD (2012043)
 SHOAL CREEK BLVD (2011161)
 SHOAL CREEK BLVD (2011056)
 SHOAL CREEK BLVD (2011626)
 SHOAL CREEK BLVD (2040148)
 SHOAL CREEK BLVD (2011488)
 SHOAL CREEK BLVD (2011120)
 SHOAL CREEK BLVD (2011145)
 SHOAL CREEK BLVD (2011937)
 SHOAL CREEK BLVD (2011964)
 SHOAL CREEK BLVD (2015368)
 SHOAL CREEK BLVD (2011926)
 SHOAL CREEK BLVD (2015380)
 SHOAL CREEK BLVD (2011105)
 SHOAL CREEK BLVD (2040177)
 SHOAL CREEK BLVD (2011553)
 SHOAL CREEK BLVD (2011218)
 SHOAL CREEK BLVD (2011243)
 SHOAL CREEK BLVD (2011274)
 SHOAL CREEK BLVD (2015881)
 SHOAL CREEK BLVD (2040011)
 SHOAL CREEK BLVD (2015292)
 SHOAL CREEK BLVD (2011999)
 SHOAL CREEK BLVD (2011175)
 SHOAL CREEK BLVD (2011190)
 SHOAL CREEK BLVD (2012077)
 SHOAL CREEK BLVD (2015452)
 SHOAL CREEK BLVD (2011461)
 SHOAL CREEK BLVD (2040580)
 SHOAL CREEK BLVD (2040167)
 SHOAL CREEK BLVD (2036066)
 SHOAL CREEK BLVD (2012210)
 SHOAL CREEK BLVD (2012310)
 SHOAL CREEK BLVD (2019871)"
LONG LINE,509 W 11TH ST /  GUADALUPE ST,12/2/2019 12:20, W 11TH ST (2018361)
LONG LINE, WINDSOR RD /  NILES RD,12/2/2019 14:37," WINDSOR RD (2020637)
 NILES RD (2020572)
 WINDSOR RD (2020571)"
LONG LINE,1800<br />E 12TH ST ,12/3/2019 6:52, E 12TH ST (2018314)
LONG LINE,905<br />E 12TH ST ,12/3/2019 14:20, E 12TH ST (2018422)
LONG LINE,1501<br />E 12TH ST ,12/3/2019 14:22, E 12TH ST (2018351)
LONG LINE,  CROSS PARK DR from   CAMERON RD  to   <br />FORBES DR ,12/3/2019 15:08, CROSS PARK DR (2011812)
LONG LINE, MC NEIL DR /  W PARMER LN,12/4/2019 12:17, MC NEIL DR (2005368)
LONG LINE,11300<br />STAKED PLAINS DR ,12/4/2019 12:22, STAKED PLAINS DR (2037862)
LONG LINE,  E RIVERSIDE DR from   LAKESHORE DR  to   <br />TOWN CREEK DR ,12/4/2019 14:29, E RIVERSIDE DR (2022581)
LONG LINE, WICKERSHAM LN /  E OLTORF ST,12/4/2019 14:47," WICKERSHAM LN (2041570)
 WICKERSHAM LN (2022859)
 WICKERSHAM LN (2022877)
 WICKERSHAM LN (2038499)
 WICKERSHAM LN (2038500)
 WICKERSHAM LN (2041557)"
LONG LINE, BLUE BLUFF RD /  LINDELL LN,12/5/2019 12:36," BLUE BLUFF RD (3319245)
 BLUE BLUFF RD (2015056)"
LONG LINE,  CAMERON RD from   E US 290 HWY EB  to   <br />S US 183 HWY ,12/5/2019 15:24," CAMERON RD (3267758)
 CAMERON RD (2037139)
 CAMERON RD (2037140)
 CAMERON RD (2012254)
 CAMERON RD (2012257)
 CAMERON RD (2012225)
 CAMERON RD (2012230)
 CAMERON RD (2012197)
 CAMERON RD (2012201)
 CAMERON RD (2012148)
 CAMERON RD (3189318)
 CAMERON RD (2040406)
 CAMERON RD (2012110)
 CAMERON RD (2012098)
 CAMERON RD (2012086)
 CAMERON RD (2012081)
 CAMERON RD (3267765)
 CAMERON RD (3267768)
 CAMERON RD (3267769)
 CAMERON RD (3267766)
 CAMERON RD (3267755)"
LONG LINE, E RIVERSIDE DR /  WICKERSHAM LN,12/5/2019 15:31," WICKERSHAM LN (2038499)
 WICKERSHAM LN (2022809)
 E RIVERSIDE DR (2022810)
 E RIVERSIDE DR (2022811)
 E RIVERSIDE DR (2022822)
 E RIVERSIDE DR (2022825)
 WICKERSHAM LN (2022859)"
LONG LINE,303<br />WOODWARD ST ,12/6/2019 7:55, WOODWARD ST (2024166)
LONG LINE, MENCHACA RD /  W DITTMAR RD,12/6/2019 11:04," MENCHACA RD (2025720)
 MENCHACA RD (2035893)"
LONG LINE,4800<br />W WILLIAM CANNON DR ,12/6/2019 11:13," E WILLIAM CANNON DR (2036551)
 W BRAKER LN (3255519)"
LONG LINE, ESKEW DR /  COPANO DR,12/6/2019 11:38, COPANO DR (2024864)
LONG LINE, LEAFIELD DR /  CROFTWOOD DR,12/6/2019 12:45," LEAFIELD DR (2041856)
 LEAFIELD DR (2026155)"
LONG LINE,1602<br />W 45TH ST ,12/7/2019 10:37," W 45TH ST (2033331)
 W 45TH ST (2015570)
 W 45TH ST (2015539)
 W 45TH ST (2015515)
 W 45TH ST (2015500)
 W 45TH ST (2015476)
 W 45TH ST (2015453)
 W 45TH ST (2015433)
 W 45TH ST (2015410)
 W 45TH ST (2040510)
 W 45TH ST (2015320)
 W 45TH ST (2015304)
 W 45TH ST (2015287)
 W 45TH ST (2015278)"
LONG LINE,929<br />ST EDWARDS DR ,12/7/2019 11:10, ST EDWARDS DR (2041544)
LONG LINE,8305<br />SPRINGDALE RD ,12/7/2019 11:25, SPRINGDALE RD (3195129)
LONG LINE, W MARTIN LUTHER KING JR BLVD /  LAVACA ST,12/7/2019 13:48, W MARTIN LUTHER KING JR BLVD (2017810)
LONG LINE, W BRAKER LN /  N LAMAR BLVD,12/9/2019 8:29, W BRAKER LN (3255519)
LONG LINE,4326<br />FAR WEST BLVD ,12/9/2019 11:34, FAR WEST BLVD (2013096)
LONG LINE,5509<br />GUADALUPE ST ,12/9/2019 11:40, GUADALUPE ST (2012299)
LONG LINE, GEORGIAN DR /  E WONSLEY DR,12/9/2019 13:31, GEORGIAN DR (2011431)
LONG LINE,8306 SUMMER PLACE DR /  STECK AVE,12/9/2019 14:12, SUMMER PLACE DR (2010456)
LONG LINE,500<br />SAN JACINTO BLVD ,12/11/2019 9:23, SAN JACINTO BLVD (2018848)
LONG LINE, SAN ANTONIO ST /  W 2ND ST,12/11/2019 9:28, SAN ANTONIO ST (2018922)
LONG LINE, W 4TH ST /  GUADALUPE ST,12/11/2019 9:41, W 4TH ST (2018822)
LONG LINE, E 51ST ST /  ED BLUESTEIN BLVD NB,12/11/2019 9:48, E 51ST ST (2046541)
LONG LINE,507<br />SAN JACINTO BLVD ,12/11/2019 9:52, SAN JACINTO BLVD (2018848)
LONG LINE, RED RIVER ST /  E 15TH ST,12/11/2019 10:15, RED RIVER ST (3303652)
LONG LINE,401<br />SAN JACINTO BLVD ,12/11/2019 12:23, SAN JACINTO BLVD (2018918)
LONG LINE, SAN JACINTO BLVD /  E 6TH ST,12/11/2019 12:28," SAN JACINTO BLVD (2019126)
 SAN JACINTO BLVD (2018848)
 SAN JACINTO BLVD (2018992)
 SAN JACINTO BLVD (2019056)"
LONG LINE,501 NECHES ST /  5TH ST,12/11/2019 15:31," E 5TH ST (2018912)
 E 5TH ST (2018887)"
LONG LINE, E 9TH ST /  TRINITY ST,12/11/2019 15:34, E 9TH ST (2018611)
LONG LINE, BURLESON RD /  E BEN WHITE BLVD EB,12/13/2019 8:39," BURLESON RD (5399191)
 BURLESON RD (2041731)"
LONG LINE, W WILLIAM CANNON DR /  BRODIE LN,12/16/2019 15:13," W WILLIAM CANNON DR (3260671)
 W WILLIAM CANNON DR (3260653)
 W WILLIAM CANNON DR (3260654)
 W WILLIAM CANNON DR (3260656)
 W WILLIAM CANNON DR (3260669)
 W WILLIAM CANNON DR (3260657)
 W WILLIAM CANNON DR (2024758)
 W WILLIAM CANNON DR (2024677)
 W WILLIAM CANNON DR (2024815)
 W WILLIAM CANNON DR (3260672)
 W WILLIAM CANNON DR (3188747)
 W WILLIAM CANNON DR (3188748)
 W WILLIAM CANNON DR (2026505)
 W WILLIAM CANNON DR (3260668)
 W WILLIAM CANNON DR (2026269)
 W WILLIAM CANNON DR (2024764)
 W WILLIAM CANNON DR (3192318)
 W WILLIAM CANNON DR (2024807)"
LONG LINE,  LA CROSSE AVE from   SKY ROCK DR  to   <br />WALPOLE LN ,12/17/2019 11:08, LA CROSSE AVE (2027257)
LONG LINE, COLTON BLUFF SPRINGS RD /  ALUM ROCK DR,12/18/2019 14:53," COLTON BLUFF SPRINGS RD (5353284)
 COLTON BLUFF SPRINGS RD (2043080)"
LONG LINE, AXEL LN /  WILCAB RD,12/18/2019 15:22, WILCAB RD (2041089)
LONG LINE, WALLINGWOOD DR /  SPYGLASS DR,12/19/2019 11:53, WALLINGWOOD DR (3378193)
LONG LINE,1219<br />BARTON SPRINGS RD ,1/8/2020 14:25," BARTON SPRINGS RD (2019331)
 BARTON SPRINGS RD (2041251)
 BARTON SPRINGS RD (2021201)
 BARTON SPRINGS RD (2047068)"
LONG LINE, GUADALUPE ST /  W CESAR CHAVEZ ST,1/8/2020 15:25," LAVACA ST (2019030)
 LAVACA ST (2019070)
 GUADALUPE ST (2019071)
 GUADALUPE ST (2019015)"
LONG LINE,708<br />E 51ST ST ,1/10/2020 13:52," E 51ST ST (2015754)
 E 51ST ST (2015688)
 E 51ST ST (2015736)
 E 51ST ST (2015656)
 E 51ST ST (2015711)
 E 51ST ST (2040582)"
LONG LINE,  W 38TH ST from   W 35TH ST CTOF  to   <br />JEFFERSON ST ,1/13/2020 15:30," W 38TH ST (2019870)
 W 38TH ST (2016187)
 W 38TH ST (2016079)"
LONG LINE, SHOAL CREEK BLVD /  FOSTER LN,1/23/2020 11:45, SHOAL CREEK BLVD (2040011)
LONG LINE, FM 2222 RD /  MOUNT BONNELL RD,1/24/2020 4:24, FM 2222 RD (2013389)
LONG LINE,4600<br />HEFLIN LN ,1/24/2020 7:25, HEFLIN LN (2017489)
LONG LINE,601 BARTON SPRINGS RD /  S 1ST ST,1/24/2020 8:23," BARTON SPRINGS RD (2019331)
 BARTON SPRINGS RD (2047068)"
LONG LINE,1904 E SLAUGHTER LN /  OLD LOCKHART RD,1/24/2020 9:09, E SLAUGHTER LN (5465637)
LONG LINE, MC KINNEY FALLS PKWY /  BURLESON RD,1/30/2020 13:35," MC KINNEY FALLS PKWY (3432242)
 MC KINNEY FALLS PKWY (3258116)
 MC KINNEY FALLS PKWY (2023450)
 MC KINNEY FALLS PKWY (3194822)
 MC KINNEY FALLS PKWY (2023486)
 MC KINNEY FALLS PKWY (3258230)
 MC KINNEY FALLS PKWY (3258231)
 MC KINNEY FALLS PKWY (2023479)
 MC KINNEY FALLS PKWY (3258147)
 MC KINNEY FALLS PKWY (3258151)
 MC KINNEY FALLS PKWY (3258152)
 MC KINNEY FALLS PKWY (3545718)
 MC KINNEY FALLS PKWY (3545716)
 MC KINNEY FALLS PKWY (3545720)
 MC KINNEY FALLS PKWY (3194810)
 MC KINNEY FALLS PKWY (5113410)
 MC KINNEY FALLS PKWY (5215094)
 MC KINNEY FALLS PKWY (3258140)"
LONG LINE,  LOYOLA LN from   N US 183 HWY NB  to   <br />DECKER LN ,1/30/2020 15:31," LOYOLA LN (5215628)
 LOYOLA LN (2015086)
 LOYOLA LN (2040763)
 LOYOLA LN (2016638)
 LOYOLA LN (2016681)
 LOYOLA LN (2040701)
 LOYOLA LN (2016669)
 LOYOLA LN (2016618)
 LOYOLA LN (2040707)
 LOYOLA LN (2036085)
 LOYOLA LN (3194615)
 LOYOLA LN (3194616)
 LOYOLA LN (3194619)
 LOYOLA LN (3194621)
 LOYOLA LN (3194623)
 LOYOLA LN (2040718)
 LOYOLA LN (3272294)
 LOYOLA LN (3194622)
 LOYOLA LN (3194624)
 LOYOLA LN (3194625)
 LOYOLA LN (3194617)
 LOYOLA LN (5215626)"
LONG LINE,10288<br />BRADSHAW RD ,1/30/2020 15:58, BRADSHAW RD (3217098)
LONG LINE,5800  SHOAL CREEK BLVD from   SHOALMONT DR  to   <br />FOSTER LN ,2/6/2020 11:58," WHITEWAY DR (2011106)
 DOVER PL (2011275)
 FOSTER LN (2040007)
 FOSTER LN (2010958)
 HUNT TRL (2031840)
 MC ELROY DR (2011057)
 NORTHLAND DR (2048167)
 ORANGEWOOD CIR (2031782)
 PIONEER PL (2040126)
 SHOAL CREEK BLVD (2011291)
 SHOAL CREEK BLVD (2040311)
 SHOAL CREEK BLVD (2011319)
 SHOAL CREEK BLVD (2012043)
 SHOAL CREEK BLVD (2011161)
 SHOAL CREEK BLVD (2011056)
 SHOAL CREEK BLVD (2011626)
 SHOAL CREEK BLVD (2040148)
 SHOAL CREEK BLVD (2011488)
 SHOAL CREEK BLVD (2011145)
 SHOAL CREEK BLVD (2011964)
 SHOAL CREEK BLVD (2011926)
 SHOAL CREEK BLVD (2011105)
 SHOAL CREEK BLVD (2010957)
 SHOAL CREEK BLVD (2040177)
 SHOAL CREEK BLVD (2011553)
 SHOAL CREEK BLVD (2011218)
 SHOAL CREEK BLVD (2011243)
 SHOAL CREEK BLVD (2011274)
 SHOAL CREEK BLVD (2040011)
 SHOAL CREEK BLVD (2011999)
 SHOAL CREEK BLVD (2011175)
 SHOAL CREEK BLVD (2011190)
 SHOAL CREEK BLVD (2011461)
 SHOAL CREEK BLVD (2040167)
 SKYLARK DR (2040077)
 STARDUST DR (2040084)
 TREADWELL BLVD (2011390)
 WHITE ROCK DR (2040268)"
LONG LINE, E MARTIN LUTHER KING JR BLVD /  CHICON ST,2/18/2020 14:32,
LONG LINE,401 W 8TH ST /  GUADALUPE ST,2/18/2020 14:40,
LONG LINE, NECHES ST /  E 7TH ST,2/18/2020 14:45, NECHES ST (2018752)
LONG LINE,  E 8TH ST from   N IH 35 SB  to   <br />RED RIVER ST ,2/18/2020 15:21, E 8TH ST (3377512)
LONG LINE,  GUADALUPE ST from   W 6TH ST  to   <br />W 8TH ST ,2/19/2020 10:57,
LONG LINE, E 45TH ST /  RED RIVER ST,2/19/2020 11:01,
